id,text,used
acc1,「好きになった理由は覚えてないけど、好きになってからの記憶は全部覚えてる」って、それくらい強く人を想えるって素敵なこと。なんとなく惹かれて、気づいたら“この人じゃなきゃダメ”になってた。そんな恋ができたなら、その人の全部を受け入れて、守って、支えてあげたいって自然と思えるよね。,139,auto_generated,gpt_pyautogui_automation,2025-07-12 19:32:30,1752316210_2_3
acc1,一緒にいるときだけ優しいんじゃなくて、会えない時間もちゃんと安心させてくれる人がいい。不安にさせないって、言葉よりずっと重くて大切な愛情表現だと思う。「いまなにしてるよ」「帰ったら連絡するね」ってそれだけでもう十分。“思いやり”を日常的にくれる人と付き合って、結婚したいな。,137,auto_generated,gpt_pyautogui_automation,2025-07-12 19:32:30,1752316210_2_4
acc1,たとえば「疲れてるけど会いに行くね」って言葉って、もうそれだけで胸がぎゅっとなるくらい愛を感じる。無理してるわけじゃなくて、私を想う気持ちが優先されてるって伝わってくるから。結局、言葉よりも行動に愛が滲んでる人が、最強に愛おしいんだよね。そんな人と恋して、ずっと一緒にいたい。,138,auto_generated,gpt_pyautogui_automation,2025-07-12 19:32:30,1752316210_2_9
acc1,本気で誰かを好きになると、自分でも驚くくらい感情が揺さぶられる。いつもより笑えたり、いつもより不安になったり、ほんの些細な言葉で救われたり傷ついたり。だからこそ、好きな人には「安心」っていう愛情を一番に届けてほしい。恋って、安心できるからこそ、心から幸せって思えるんだよね。,137,auto_generated,gpt_pyautogui_automation,2025-07-12 19:33:44,1752316210_3_1
acc1,「なんかこの人と一緒にいると素の自分でいられるなぁ」って思える人と出会えたら、その人は運命の人かもしれない。無理して笑わなくてもよくて、気を遣わなくてもよくて、ただそばにいるだけで安心できる。そういう存在って、簡単に出会えるもんじゃないから、出会えたら絶対に離しちゃいけない。,138,auto_generated,gpt_pyautogui_automation,2025-07-12 19:33:44,1752316210_3_2
acc1,「なんで会いたいの？」って聞かれても、「理由なんかない。ただ会いたいだけ」って言える関係って素敵だと思う。何かを伝えるためじゃなくて、ただ一緒にいたいっていう気持ちだけで会いに来てくれる人が一番愛おしいよね。言葉じゃなくて、会うっていう行動そのものが愛情の証明なんだと思う。,137,auto_generated,gpt_pyautogui_automation,2025-07-12 19:33:44,1752316210_3_3
acc1,誰かを好きになると、返事が早いだけで安心できるし、返事が遅いだけで不安になっちゃう。本気で好きになるって、そういうことなんだよね。だから私は、自分を不安にさせる人よりも、自然と安心させてくれる人と恋したい。言葉じゃなくて、態度で「大丈夫」って思わせてくれる人がいい。,133,auto_generated,gpt_pyautogui_automation,2025-07-12 19:33:44,1752316210_3_4
acc1,「すきすきだいすき愛してる」って本気で思えるくらい、重くなれる恋って素敵じゃない？我慢して軽くなってる恋より、素直に気持ちを伝えられて、重くなっても受け止めてくれる人と恋がしたい。重いって、愛情の深さでもあるから、「重くてもいいよ」って笑って言ってくれる人と付き合いたいな。,137,auto_generated,gpt_pyautogui_automation,2025-07-12 19:33:44,1752316210_3_6
acc1,「もう私のことが好きでたまらないんだな」って、行動で思わせてくれる人がいい。口だけで「好きだよ」って言うんじゃなくて、会いたい時に会いに来てくれて、寂しい時にそばにいてくれて、私のことを最優先にしてくれる。そういう人って、何があっても絶対に手放しちゃいけないよね。,132,auto_generated,gpt_pyautogui_automation,2025-07-12 19:33:44,1752316210_3_7
acc1,「毎朝おはよう」「毎晩おやすみ」って、なんてことないやりとりの中にこそ愛情が詰まってると思う。特別な言葉じゃなくても、毎日欠かさず続けてくれるその“日常の愛”が、どんな愛情表現よりも安心させてくれる。恋って、こういう毎日の積み重ねで深まっていくものなんだよね。,130,auto_generated,gpt_pyautogui_automation,2025-07-12 19:33:44,1752316210_3_8
acc1,恋愛に必要なのって、「好き」って気持ちよりも、「話し合える」って信頼だと思う。喧嘩したっていい。すれ違ったっていい。でもその度にちゃんと向き合って、お互いの言葉を聞いて、納得して、歩み寄れることが何より大事。「別れる」って選択じゃなく、「話し合う」って選択ができる人と恋がしたい。,140,auto_generated,gpt_pyautogui_automation,2025-07-12 19:33:44,1752316210_3_9
acc1,好きな人に会えたら、それだけで元気になれるし、会えない日が続くと理由もなく寂しくなる。恋って、理屈じゃなくて感情で動いてしまうものだから、そういう気持ちを我慢せずに伝えられる関係が一番幸せ。素直な感情を「かわいい」って思ってくれる人と、恋して結婚したいな。,128,auto_generated,gpt_pyautogui_automation,2025-07-12 19:33:44,1752316210_3_10
acc1,「この人とならどんな未来でも笑っていけそう」って思える相手と出会えたら、それだけでもう奇跡。恋愛って、ただドキドキするだけじゃなくて、落ち着いた安心感があって、ちょっとしたことで笑い合える関係が一番だと思う。だから私は、未来を一緒に描いていけるような人と付き合って、結婚したい。,139,auto_generated,gpt_pyautogui_automation,2025-07-12 19:34:59,1752316210_4_1
acc1,一緒にいるときに「気を使わなくていい」「自分らしくいられる」って思える相手って、本当に貴重だよね。恋愛って無理するもんじゃなくて、素のままで愛される関係が理想。頑張って好きな人に合わせる恋より、頑張らなくても自然に一緒にいられる人と付き合いたいし、そんな人とずっと一緒にいたい。,139,auto_generated,gpt_pyautogui_automation,2025-07-12 19:34:59,1752316210_4_4
acc1,どれだけ大好きでも、大事にしてくれない人に尽くし続けても、幸せにはなれないんだよね。愛って“注いだ量”じゃなくて“返ってきた量”でしか満たされないから。だから私は、重たいくらいに愛してくれる人と出会って、同じくらい重たく愛を返して、ふたりでバランスを取っていける関係を築きたい。,139,auto_generated,gpt_pyautogui_automation,2025-07-12 19:34:59,1752316210_4_6
acc1,恋愛って、“どんな人と付き合うか”以上に“どんな自分になれるか”が大切だと思う。「この人といると笑顔が増えたな」とか「自分のこともっと好きになれたな」って思える人と付き合えたら、それはもう最高の恋だよね。だから私は、自分らしさを大切にしてくれる人と恋して、結婚したい。,134,auto_generated,gpt_pyautogui_automation,2025-07-12 19:34:59,1752316210_4_7
acc1,「私を好きになってくれてありがとう」って思える人と恋をしたいし、「この人と出会えてよかった」って心から思える人と恋を続けたい。恋愛って、奇跡みたいな出会いの積み重ねだから、当たり前と思わずに毎日を大切にできる人と付き合って、そんな人と未来を共有したいな。,127,auto_generated,gpt_pyautogui_automation,2025-07-12 19:34:59,1752316210_4_9
acc1,本当に愛されてるなら、無理して追いかける必要なんてない。自分からばかり連絡してるとか、会いたいって言ってるのに流されるとか、そういう恋って知らず知らずのうちに心がすり減ってく。恋って、頑張らなくても自然と惹かれ合って、同じ温度で繋がれる関係が一番幸せなんだよね。,131,auto_generated,gpt_pyautogui_automation,2025-07-12 19:34:59,1752316210_4_10
acc1,「連絡がない＝そういうこと」って、わかってるのに受け入れられないのが本気の恋。でも、愛されてるときって、こんなにも安心できるんだって自然に感じられるものだと思う。本当に好きな人からの返信って、たった一言でも心が満たされるから。だから私は、“わかりやすく”愛してくれる人がいい。,138,auto_generated,gpt_pyautogui_automation,2025-07-12 19:36:14,1752316210_5_4
acc1,恋って、「何してるの？」の一言で始まって、「おやすみ」の一言で心が落ち着くような、そんな日常の積み重ねが一番愛おしいと思う。何かをしてもらうことより、何気ない言葉や行動に“私を想ってくれてる”って気持ちが滲み出てると、もうそれだけで幸せになれる。そういう恋愛がしたい。,134,auto_generated,gpt_pyautogui_automation,2025-07-12 19:36:14,1752316210_5_5
acc1,「他の人には興味ないよ」って言葉より、私だけに優しくしてくれる態度の方が何百倍も信じられる。恋愛って、信じられるかどうかが全て。疑ってばかりの関係じゃ、どんなに好きでも続かないから。だから私は、特別扱いしてくれる人にだけ、特別な愛を注ぎたいし、その人とずっと一緒にいたい。,136,auto_generated,gpt_pyautogui_automation,2025-07-12 19:36:14,1752316210_5_6
acc1,恋って、「付き合ってから」の方が本番だと思う。最初は誰でも優しい。でも、本当に大事なのは時間が経っても、むしろどんどん優しさが増えていく人。本当に好きな人には、時間と共に愛情を深めていく努力ができるから。だから私は、最初よりも“今”の方がもっと愛されてるって思える恋をしたい。,138,auto_generated,gpt_pyautogui_automation,2025-07-12 19:36:14,1752316210_5_7
acc1,恋って、結局「思いやり」がすべて。会えない時も不安にさせないように連絡くれるとか、疲れてても声だけ聞かせてくれるとか、そういう“気遣い”が1番の愛情表現だと思う。言葉より態度、態度より行動。だから私は、私を不安にさせない人にこそ、安心で返したい。そうやって支え合える関係がいい。,139,auto_generated,gpt_pyautogui_automation,2025-07-12 19:36:14,1752316210_5_8
acc1,「私が我慢すればいい」って思いながら続ける恋は、いつか必ず壊れる。我慢は優しさじゃないし、愛でもない。ちゃんと伝えること、ちゃんと聞いてくれること、ちゃんと歩み寄ること。それができる相手とじゃないと、幸せな未来なんて見えないよね。私は“話し合える恋”じゃなきゃ無理だな。,135,auto_generated,gpt_pyautogui_automation,2025-07-12 19:36:14,1752316210_5_9
